,created,date_time,name,people,area,tags
58,16:54 23/08/2019,19:49 23/08/2019,MarisaRaym,2,outside,
59,13:22 23/08/2019,19:52 23/08/2019,KylieAdams,5,outside,
60,20:03 23/08/2019,20:03 23/08/2019,AbdullahSt,5,outside,
61,15:49 23/08/2019,20:06 23/08/2019,RolandoMir,4,inside,
62,09:29 23/08/2019,20:06 23/08/2019,SariahBuck,4,inside,
63,19:26 21/08/2019,20:09 23/08/2019,SageHurst,2,outside,
64,10:47 22/08/2019,20:10 23/08/2019,AdalynGree,2,outside,"smoking,"
65,20:18 21/08/2019,20:18 23/08/2019,KeshawnHen,4,inside,
66,21:42 19/08/2019,20:20 23/08/2019,HadassahPa,3,outside,
67,11:04 20/08/2019,20:29 23/08/2019,CaseyMorto,3,inside,
68,10:21 21/08/2019,20:30 23/08/2019,KaileeFran,3,inside,
69,13:40 21/08/2019,20:31 23/08/2019,NeilBerg,6,inside,
70,11:02 18/08/2019,20:33 23/08/2019,MaiaDudley,3,inside,
71,18:10 18/08/2019,20:33 23/08/2019,FinleyPark,7,inside,
72,14:30 18/08/2019,20:34 23/08/2019,AdriannaCh,6,inside,
73,19:16 21/08/2019,20:34 23/08/2019,TalanBanks,6,inside,
74,18:21 13/08/2019,20:35 23/08/2019,DianaLeon,4,inside,
75,20:46 22/08/2019,20:41 23/08/2019,RodolfoMol,2,outside,
76,19:47 20/08/2019,20:41 23/08/2019,JamariTerr,6,inside,
77,11:35 21/08/2019,20:42 23/08/2019,HalleArnol,2,inside,
78,13:40 21/08/2019,20:42 23/08/2019,BrookeWeav,12,inside,
79,21:33 18/08/2019,20:45 23/08/2019,BrycenSanc,4,inside,
80,14:29 22/08/2019,20:45 23/08/2019,AdalynGree,5,inside,
81,20:14 23/08/2019,20:47 23/08/2019,MiracleKno,3,inside,
82,11:36 21/08/2019,20:50 23/08/2019,JamarcusAn,2,inside,
83,20:10 21/08/2019,20:51 23/08/2019,SageHurst,9,inside,
84,19:57 22/08/2019,20:58 23/08/2019,AspenRitte,3,inside,
85,19:16 21/08/2019,21:05 23/08/2019,MichelleGa,6,inside,
86,13:42 23/08/2019,21:05 23/08/2019,CindyCisne,4,inside,
87,16:31 23/08/2019,21:09 23/08/2019,LailahKent,3,inside,"babychair,"
88,18:22 22/08/2019,21:09 23/08/2019,GriffinWil,6,outside,
89,10:30 22/08/2019,21:10 23/08/2019,KingstonSt,3,inside,
90,13:05 15/08/2019,21:11 23/08/2019,KarinaLars,8,inside,
91,14:06 23/08/2019,21:25 23/08/2019,TatianaFra,3,outside,"smoking,"
92,13:49 23/08/2019,21:29 23/08/2019,PhilipJime,2,inside,
93,20:53 23/08/2019,21:34 23/08/2019,KeonMoon,6,inside,"babychair,"
94,13:57 23/08/2019,21:35 23/08/2019,AnahiWeber,2,outside,
95,20:02 22/08/2019,21:35 23/08/2019,JasleneAll,2,outside,
96,21:19 23/08/2019,21:44 23/08/2019,ManuelReyn,2,outside,
97,20:15 23/08/2019,21:52 23/08/2019,JaceyHuang,4,inside,
98,17:33 22/08/2019,21:56 23/08/2019,KendallRan,2,outside,
99,19:49 23/08/2019,22:12 23/08/2019,LailahTerr,2,outside,
100,15:29 23/08/2019,22:12 23/08/2019,TrentWare,2,inside,
