,created,date_time,name,people,area,tags
61,09:43 27/08/2019,20:13 30/08/2019,HanaMahone,4,inside,
62,11:58 30/08/2019,20:15 30/08/2019,SemajKim,2,inside,
63,22:12 27/08/2019,20:16 30/08/2019,EnriqueWas,7,inside,
64,11:33 29/08/2019,20:23 30/08/2019,AnabellaWa,6,inside,
65,14:54 29/08/2019,20:24 30/08/2019,ScarletBut,7,inside,
66,15:58 27/08/2019,20:25 30/08/2019,JasperJord,6,inside,
67,14:21 30/08/2019,20:27 30/08/2019,JorgeFrede,3,inside,
68,14:12 30/08/2019,20:27 30/08/2019,OrlandoGil,5,inside,
69,19:35 28/08/2019,20:28 30/08/2019,DanielBoyl,5,inside,
70,21:08 29/08/2019,20:29 30/08/2019,ZaidCarr,5,inside,
71,14:02 25/08/2019,20:30 30/08/2019,GiadaMcgra,5,inside,
72,18:58 29/08/2019,20:35 30/08/2019,LucyLi,2,inside,
73,15:22 29/08/2019,20:36 30/08/2019,JanaeShepp,5,inside,
74,13:58 29/08/2019,20:39 30/08/2019,RoyceJenni,6,inside,
75,09:10 30/08/2019,20:41 30/08/2019,JadenAllis,6,inside,
76,17:30 30/08/2019,20:44 30/08/2019,HarrisonSu,3,outside,"smoking,"
77,13:38 29/08/2019,20:45 30/08/2019,MarcoHarpe,7,inside,
78,21:40 29/08/2019,20:49 30/08/2019,RaelynnWu,3,inside,
79,17:50 28/08/2019,20:50 30/08/2019,ShayleeAgu,2,outside,"smoking,"
80,20:53 29/08/2019,20:51 30/08/2019,JosueRoman,2,outside,
81,21:14 29/08/2019,20:53 30/08/2019,ShaneWeber,4,outside,"smoking,"
82,14:42 30/08/2019,20:53 30/08/2019,CaleCollin,2,inside,"smoking,"
83,14:14 30/08/2019,20:54 30/08/2019,ElsaWade,6,inside,"babychair,"
84,15:18 29/08/2019,20:55 30/08/2019,BeatricePa,4,outside,
85,09:37 29/08/2019,20:58 30/08/2019,EileenVega,2,outside,
86,15:11 30/08/2019,20:59 30/08/2019,LukeMorale,2,inside,
87,19:01 30/08/2019,21:02 30/08/2019,KristinHig,2,inside,
88,19:37 22/08/2019,21:05 30/08/2019,ElvisRoy,6,inside,
89,15:37 27/08/2019,21:11 30/08/2019,SantosKerr,10,inside,
90,13:03 27/08/2019,21:16 30/08/2019,DiamondCon,2,inside,
91,19:38 30/08/2019,21:24 30/08/2019,KaelynCars,5,inside,
92,18:30 27/08/2019,21:28 30/08/2019,DavisClayt,2,outside,
93,17:45 30/08/2019,21:28 30/08/2019,HeidyWilki,2,outside,
94,17:32 26/08/2019,21:30 30/08/2019,BruceBaker,2,outside,"smoking,"
95,12:55 30/08/2019,21:32 30/08/2019,KeshawnHen,4,inside,
96,19:59 30/08/2019,22:02 30/08/2019,ChloeFergu,4,inside,
97,20:17 30/08/2019,22:08 30/08/2019,JoyceBuckl,6,outside,
98,17:39 30/08/2019,22:09 30/08/2019,DillonBass,2,outside,
99,19:54 30/08/2019,22:12 30/08/2019,LunaBurns,5,inside,
100,14:38 30/08/2019,22:14 30/08/2019,TonyMclaug,4,inside,
101,20:41 30/08/2019,22:18 30/08/2019,MisaelMont,3,outside,
102,20:01 30/08/2019,22:23 30/08/2019,JayleeRay,2,outside,"smoking,"
103,21:44 30/08/2019,22:23 30/08/2019,EstebanRil,5,inside,
