,created,date_time,name,people,area,tags
90,20:03 16/08/2019,20:47 16/08/2019,AmandaTodd,4,inside,
91,15:19 15/08/2019,20:49 16/08/2019,EmmettGonz,5,inside,
92,13:01 16/08/2019,20:50 16/08/2019,MacieAshle,2,outside,
93,20:36 15/08/2019,20:52 16/08/2019,DevenCarro,6,inside,
94,21:01 15/08/2019,20:53 16/08/2019,MarvinComb,2,inside,
95,15:32 16/08/2019,20:55 16/08/2019,KendallMat,3,inside,
96,15:10 14/08/2019,21:02 16/08/2019,SeanDennis,2,outside,"smoking,"
97,10:49 16/08/2019,21:03 16/08/2019,SashaPorte,2,outside,
98,18:13 15/08/2019,21:04 16/08/2019,MelodyVill,3,inside,
99,14:43 13/08/2019,21:04 16/08/2019,MckaylaMck,2,outside,
100,10:48 15/08/2019,21:06 16/08/2019,BraedonTra,5,inside,"babychair,"
101,19:18 16/08/2019,21:07 16/08/2019,HoustonFly,6,outside,
102,22:37 15/08/2019,21:08 16/08/2019,BruceBlair,2,outside,"smoking,"
103,13:25 15/08/2019,21:08 16/08/2019,MarvinComb,2,outside,
104,13:46 16/08/2019,21:09 16/08/2019,MagdalenaP,2,inside,
105,20:16 16/08/2019,21:11 16/08/2019,ZaireHarri,6,inside,
106,15:02 16/08/2019,21:12 16/08/2019,KadeTurner,4,inside,
107,19:17 16/08/2019,21:16 16/08/2019,RobertRoja,2,inside,
108,10:29 15/08/2019,21:17 16/08/2019,CarleyHale,4,inside,
109,17:02 16/08/2019,21:20 16/08/2019,EmmyMorgan,2,outside,
110,15:25 16/08/2019,21:27 16/08/2019,EllenMccal,2,inside,
111,21:24 16/08/2019,21:27 16/08/2019,MikeFiguer,2,outside,
112,13:19 16/08/2019,21:28 16/08/2019,CraigColem,3,inside,
113,10:52 15/08/2019,21:32 16/08/2019,MalakaiFro,2,inside,
114,13:18 16/08/2019,21:38 16/08/2019,ZackeryMor,6,inside,
115,16:59 16/08/2019,21:41 16/08/2019,AngelWalle,3,outside,
116,14:55 16/08/2019,21:41 16/08/2019,TyLawson,2,inside,
117,13:00 16/08/2019,21:45 16/08/2019,BradyTurne,2,outside,"smoking,"
118,15:27 16/08/2019,21:46 16/08/2019,SageWare,6,inside,
119,22:31 08/08/2019,21:49 16/08/2019,BeckhamBur,3,inside,
120,21:48 16/08/2019,22:02 16/08/2019,SimeonWeav,2,inside,
121,21:06 16/08/2019,22:12 16/08/2019,SariahFran,3,inside,
122,20:37 16/08/2019,22:34 16/08/2019,BeatriceTh,10,inside,
